subj_id,Completion,sentID,NatNess,Diff,RT,hasComment?,index,AdditCom,translation,isImportant,sentenceRisk,askForCheck,Unnamed: 13,determiner,noun,isDet,isWord
R_ypTZBjEyvsMpFG9,de koffie,1,5,6,2.176,0,,,,,,,,de,koffie,True,True
R_2YkUceTXXRwe7af,de koffie,1,4,5,1.921,0,,,,,,,,de,koffie,True,True
R_3D2u0Wq74kM9j2C,de koffie,1,5,6,2.1390000000000002,0,,,,,,,,de,koffie,True,True
R_2Pv6m5XVNiv6pPQ,de koster,1,5,6,23.238000000000003,0,,,,,,,,de,koster,True,True
R_T1l2TIrq1do7Orn,GI,1,3,2,6.827999999999999,0,,,,,,,,,-99,False,False
R_9KphKBeCPmqzBCl,de thee,1,4,5,2.862,0,,,,,,,,de,thee,True,True
R_3qKjZplc0t8Y2IU,de koffie,1,4,4,1.505,1,4.0,Ik ben geen koffie enthousiast ik wilde eerst thee invullen maar koffie klonk beter.,,0.0,,,,de,koffie,True,True
R_4GA7uQFTqbGKnlf,de koffie,1,5,6,0.988,0,,,,,,,,de,koffie,True,True
R_1hEVfCsYXJCzsVp,de koffie,1,3,4,1.054,0,,,,,,,,de,koffie,True,True
R_cHiCbzLrQrYeizP,De koffie,1,4,6,4.284,0,,,,,,,,De,koffie,True,True
R_3fQa4YiudlrrSLd,de thee,1,5,6,1.511,0,,,,,,,,de,thee,True,True
R_z0gtYvawsJg834J,de thee,1,5,6,4.489,0,,,,,,,,de,thee,True,True
R_2SvKoXHDxtivA4o,de thee,1,5,5,8.446,0,,,,,,,,de,thee,True,True
R_CeG821dsnmsmiZP,de thee,1,5,6,2.345,0,,,,,,,,de,thee,True,True
R_3MG93Py9LV1lYqI,de koffie,1,5,6,12.174000000000001,0,,,,,,,,de,koffie,True,True
R_UrtVng9RxUYqodr,de koffie,1,5,6,3.2539999999999996,0,,,,,,,,de,koffie,True,True
R_yjxZCpumE2JuLwR,de thee,1,5,6,1.99,0,,,,,,,,de,thee,True,True
R_eOEX0Ye1lmhGlyl,de thee,1,5,6,2.279,0,,,,,,,,de,thee,True,True
R_cCLhtJmTS5XidYl,de koffie,1,5,6,9.663,0,,,,,,,,de,koffie,True,True
R_vZ75WKEQFz64rIt,de koffie,1,5,6,2.509,0,,,,,,,,de,koffie,True,True
R_1Nzi2lWnM0CO3kn,de koffie,1,5,5,4.441,0,,,,,,,,de,koffie,True,True
R_2tu71tqKKoKbfJ0,de koffie,1,4,5,4.771,0,,,,,,,,de,koffie,True,True
R_2PdQi8meHWRd7Fb,de thee,1,5,6,3.9330000000000003,0,,,,,,,,de,thee,True,True
R_3PaHNs19NCzMVbu,de thee,1,5,6,1.699,0,,,,,,,,de,thee,True,True
R_CjK7Ok90OSXQ3XH,de koffie,1,5,6,76.475,0,,,,,,,,de,koffie,True,True
R_1lgEwIKXFHGT01V,de thee,1,4,6,1.033,0,,,,,,,,de,thee,True,True
R_2qq1JLwmdrdJM9d,de koffie,1,5,6,3.1189999999999998,0,,,,,,,,de,koffie,True,True
R_ZrTEV9TpypUZEC5,de koffie,1,5,6,2.5380000000000003,0,,,,,,,,de,koffie,True,True
R_3Gq55dSXHC6ANc8,de koffie,1,4,6,3.8360000000000003,0,,,,,,,,de,koffie,True,True
R_3D8b4ozl4q217Ie,de thee,1,4,5,2.156,0,,,,,,,,de,thee,True,True
R_qV03fIB34drHELn,de koffie,1,5,6,5.19,0,,,,,,,,de,koffie,True,True
R_1mRh44rpwMf0PbH,de koffie,1,5,6,1.474,0,,,,,,,,de,koffie,True,True
R_3gNkgaxQ9C21dQW,de thee,1,5,6,3.8280000000000003,0,,,,,,,,de,thee,True,True
R_21umvRGJCCZXoit,de thee,1,5,6,4.763,0,,,,,,,,de,thee,True,True
R_BKctGx9a1Hi7w4h,de boeken,2,4,5,1.1179999999999999,0,,,,,,,,de,boeken,True,True
R_u2ffULg0uVmoetj,een boek,2,4,5,0.146,0,,,,,,,,een,boek,False,True
R_2vf9l3GOwanVBOH,een boek,2,5,6,1.1179999999999999,0,,,,,,,,een,boek,False,True
R_OqjAwL4brYESqul,een boek,2,5,5,3.8539999999999996,0,,,,,,,,een,boek,False,True
R_1LG8FwYsk4Xgq61,dat artikel,2,5,6,2.169,0,,,,,,,,dat,artikel,False,True
R_2wQZuV97sKRkDfp,de brochure,2,5,5,2.128,0,,,,,,,,de,brochure,True,True
R_2dsf9d9zlzEbaRw,het artikel,2,5,6,9.0,0,,,,,,,,het,artikel,True,True
R_3j0ZzVXSe6NB0v0,een boek,2,5,6,5.3260000000000005,0,,,,,,,,een,boek,False,True
R_2SqwKT4bUhZVaYX,Een boek,2,5,5,8.252,0,,,,,,,,Een,boek,False,True
R_6yuZ6GaDGqciNE1,het boek,2,5,4,18.038,0,,,,,,,,het,boek,True,True
R_22DGKB9Dz59SJIt,een boek,2,5,6,3.7039999999999997,0,,,,,,,,een,boek,False,True
R_5iDE07CUBSNZdqF,de avonturen,2,3,5,12.91,0,,,,,,,,de,avonturen,True,True
R_2w61flKU0TAtmrX,een boek,2,5,6,12.579,0,,,,,,,,een,boek,False,True
R_2Y4gtCNHITcznSw,Websites,2,4,5,7.627000000000001,0,,,,,,,,,-99,False,False
R_2qDHMLvHLCvMWMS,een boek,2,5,6,57.98,0,,,,,,,,een,boek,False,True
R_bg7cQUV93CWU245,een boek,2,5,5,11.55,0,,,,,,,,een,boek,False,True
R_2OTJk9jZohSfhSm,een boek,2,4,6,4.283,0,,,,,,,,een,boek,False,True
R_pGZjTA8wFerMwcV,een boek,2,4,6,3.398,0,,,,,,,,een,boek,False,True
R_ypTZBjEyvsMpFG9,de brochure,2,5,5,2.384,0,,,,,,,,de,brochure,True,True
R_2YkUceTXXRwe7af,het artikel,2,3,5,2.218,0,,,,,,,,het,artikel,True,True
R_3D2u0Wq74kM9j2C,het lezen,2,3,6,5.474,1,5.0,gelijk' is geen goede aanduiding,gelijk' isn't a good indication,0.0,0.0,0.0,,het,lezen,True,True
R_2Pv6m5XVNiv6pPQ,het boek,2,5,6,11.286,0,,,,,,,,het,boek,True,True
R_T1l2TIrq1do7Orn,het boek,2,5,5,6.164,0,,,,,,,,het,boek,True,True
R_9KphKBeCPmqzBCl,een interview,2,4,5,4.093,0,,,,,,,,een,interview,False,True
R_3qKjZplc0t8Y2IU,het handboek,2,3,6,10.524000000000001,1,6.0,ik struikelde over het woordje gelijk ( ik verwachtte meteen),"I trapped over the word 'gelijk', I expected 'meteen' ",0.0,0.0,0.0,,het,handboek,True,True
R_4GA7uQFTqbGKnlf,het boek,2,5,6,1.038,0,,,,,,,,het,boek,True,True
R_1hEVfCsYXJCzsVp,een boek,2,5,5,0.7040000000000001,0,,,,,,,,een,boek,False,True
R_cHiCbzLrQrYeizP,GI,2,2,2,8.457,0,,,,,,,,,-99,False,False
R_3fQa4YiudlrrSLd,de informatie,2,5,6,4.662,0,,,,,,,,de,informatie,True,True
R_z0gtYvawsJg834J,een boek,2,5,6,3.9739999999999998,0,,,,,,,,een,boek,False,True
R_2SvKoXHDxtivA4o,een boek,2,5,5,7.766,0,,,,,,,,een,boek,False,True
R_CeG821dsnmsmiZP,dat boek,2,5,6,1.985,0,,,,,,,,dat,boek,False,True
R_3MG93Py9LV1lYqI,de brochure,2,5,6,2.395,0,,,,,,,,de,brochure,True,True
R_UrtVng9RxUYqodr,een artikel,2,5,6,5.392,1,7.0,want wie leest er nou weer een heel boek over vliegtuigen voor je zeker weet dat je het leuk vindt?!,,0.0,,,,een,artikel,False,True
R_yjxZCpumE2JuLwR,het boek,2,5,6,3.094,0,,,,,,,,het,boek,True,True
R_eOEX0Ye1lmhGlyl,de informatie,2,5,6,4.121,0,,,,,,,,de,informatie,True,True
R_cCLhtJmTS5XidYl,een tijdschrift,2,5,6,4.252,0,,,,,,,,een,tijdschrift,False,True
R_vZ75WKEQFz64rIt,een boek,2,4,4,3.6010000000000004,0,,,,,,,,een,boek,False,True
R_1Nzi2lWnM0CO3kn,de folder,2,4,4,19.195999999999998,0,,,,,,,,de,folder,True,True
R_2tu71tqKKoKbfJ0,een boek,2,4,6,4.898,0,,,,,,,,een,boek,False,True
R_2PdQi8meHWRd7Fb,een artikel,2,5,6,4.695,0,,,,,,,,een,artikel,False,True
R_3PaHNs19NCzMVbu,het tijdschrift,2,4,4,1.726,0,,,,,,,,het,tijdschrift,True,True
R_CjK7Ok90OSXQ3XH,een boek,2,5,6,46.185,0,,,,,,,,een,boek,False,True
R_1lgEwIKXFHGT01V,het tijdschrift,2,5,6,2.227,0,,,,,,,,het,tijdschrift,True,True
R_2qq1JLwmdrdJM9d,een boek,2,5,6,3.682,0,,,,,,,,een,boek,False,True
R_ZrTEV9TpypUZEC5,een boek,2,5,6,4.056,0,,,,,,,,een,boek,False,True
R_3Gq55dSXHC6ANc8,het boek,2,5,6,4.577,0,,,,,,,,het,boek,True,True
R_3D8b4ozl4q217Ie,de informatie,2,3,4,6.343999999999999,0,,,,,,,,de,informatie,True,True
R_qV03fIB34drHELn,een brochure,2,1,6,6.67,1,8.0,"onnatuurlijk wegens het gebruik van het woord ""gelijk"".",unnatural because of the word 'gelijk' ,1.0,0.0,,,een,brochure,False,True
R_1mRh44rpwMf0PbH,de brochure,2,5,6,0.865,1,9.0,Nope,,0.0,,,,de,brochure,True,True
R_3gNkgaxQ9C21dQW,het boek,2,4,5,2.858,0,,,,,,,,het,boek,True,True
R_21umvRGJCCZXoit,een boek,2,5,6,5.78,0,,,,,,,,een,boek,False,True
R_BKctGx9a1Hi7w4h,de boter,3,4,3,6.609,0,,,,,,,,de,boter,True,True
R_u2ffULg0uVmoetj,de boter,3,3,3,4.902,0,,,,,,,,de,boter,True,True
R_2vf9l3GOwanVBOH,de chocola,3,5,6,0.657,0,,,,,,,,de,chocola,True,True
R_OqjAwL4brYESqul,de chocolade,3,4,6,4.586,0,,,,,,,,de,chocolade,True,True
R_1LG8FwYsk4Xgq61,de boter,3,5,6,2.278,0,,,,,,,,de,boter,True,True
R_2wQZuV97sKRkDfp,de chocolade,3,4,6,1.198,0,,,,,,,,de,chocolade,True,True
R_2dsf9d9zlzEbaRw,de chocola,3,5,6,4.612,0,,,,,,,,de,chocola,True,True
R_3j0ZzVXSe6NB0v0,de chocolade,3,3,6,5.7379999999999995,1,10.0,"het antwoord is waarschijnlijk ""de boter"", maar doordat ik brownies aan chocolade verbindt, was dit het eerste dat bij me opkwam.","the answer is probably 'de boter', but because I link brownies to chocolate, this was the first thing that came to my mind",1.0,0.0,,,de,chocolade,True,True
R_2SqwKT4bUhZVaYX,de boter,3,5,6,5.541,0,,,,,,,,de,boter,True,True
R_6yuZ6GaDGqciNE1,de chocola,3,4,6,10.654000000000002,0,,,,,,,,de,chocola,True,True
R_22DGKB9Dz59SJIt,?,3,1,2,5.551,1,11.0,Ik weet niet hoe je brownies maakt.,,0.0,,,,,-99,False,False
R_5iDE07CUBSNZdqF,de chocolade,3,5,6,2.863,0,,,,,,,,de,chocolade,True,True
R_2w61flKU0TAtmrX,de chocola,3,4,6,2.508,0,,,,,,,,de,chocola,True,True
R_2Y4gtCNHITcznSw,de boter,3,5,6,3.8539999999999996,0,,,,,,,,de,boter,True,True
R_2qDHMLvHLCvMWMS,de boter,3,5,5,76.417,0,,,,,,,,de,boter,True,True
R_bg7cQUV93CWU245,de chocolade,3,5,6,8.158,0,,,,,,,,de,chocolade,True,True
R_2OTJk9jZohSfhSm,de boter,3,4,6,3.0610000000000004,0,,,,,,,,de,boter,True,True
R_pGZjTA8wFerMwcV,de boter,3,4,5,4.101,1,12.0,"Ik dacht ook aan 'chocola', maar nogmaals: hangt van het recept af.","I also thought of chocolat, but still: it depends on the recipe",1.0,0.0,,,de,boter,True,True
R_ypTZBjEyvsMpFG9,de chocolade,3,5,6,3.255,0,,,,,,,,de,chocolade,True,True
R_2YkUceTXXRwe7af,de chocolade,3,3,5,1.985,0,,,,,,,,de,chocolade,True,True
R_3D2u0Wq74kM9j2C,de chocolade,3,5,6,3.614,0,,,,,,,,de,chocolade,True,True
R_2Pv6m5XVNiv6pPQ,de chocolade,3,5,6,13.897,0,,,,,,,,de,chocolade,True,True
R_T1l2TIrq1do7Orn,de chocolade,3,4,5,4.006,0,,,,,,,,de,chocolade,True,True
R_9KphKBeCPmqzBCl,de boter,3,5,6,6.662999999999999,0,,,,,,,,de,boter,True,True
R_3qKjZplc0t8Y2IU,de boter,3,5,6,2.164,0,,,,,,,,de,boter,True,True
R_4GA7uQFTqbGKnlf,de boter,3,5,6,6.957000000000001,0,,,,,,,,de,boter,True,True
R_1hEVfCsYXJCzsVp,de chocola,3,4,5,1.084,0,,,,,,,,de,chocola,True,True
R_cHiCbzLrQrYeizP,De boter,3,5,6,5.255,0,,,,,,,,De,boter,True,True
R_3fQa4YiudlrrSLd,de boter,3,5,6,3.673,0,,,,,,,,de,boter,True,True
R_z0gtYvawsJg834J,de boter,3,2,2,3.708,0,,,,,,,,de,boter,True,True
R_2SvKoXHDxtivA4o,de chocolade,3,4,6,5.872999999999999,0,,,,,,,,de,chocolade,True,True
R_CeG821dsnmsmiZP,de chocolade,3,4,6,5.294,0,,,,,,,,de,chocolade,True,True
R_3MG93Py9LV1lYqI,de chocolade,3,5,6,1.7990000000000002,0,,,,,,,,de,chocolade,True,True
R_UrtVng9RxUYqodr,de boter,3,5,6,9.136000000000001,0,,,,,,,,de,boter,True,True
R_yjxZCpumE2JuLwR,de chocola,3,5,6,3.611,0,,,,,,,,de,chocola,True,True
R_eOEX0Ye1lmhGlyl,de boter,3,5,4,3.537,0,,,,,,,,de,boter,True,True
R_cCLhtJmTS5XidYl,de boter,3,5,6,12.370999999999999,0,,,,,,,,de,boter,True,True
R_vZ75WKEQFz64rIt,de chocolade,3,4,5,4.288,0,,,,,,,,de,chocolade,True,True
R_1Nzi2lWnM0CO3kn,de boter,3,5,6,8.112,0,,,,,,,,de,boter,True,True
R_2tu71tqKKoKbfJ0,de chocola,3,4,6,5.263999999999999,0,,,,,,,,de,chocola,True,True
R_2PdQi8meHWRd7Fb,de chocola,3,5,6,2.516,0,,,,,,,,de,chocola,True,True
R_3PaHNs19NCzMVbu,de chocolade,3,5,6,50.76,0,,,,,,,,de,chocolade,True,True
R_CjK7Ok90OSXQ3XH,de chocola,3,5,6,2.755,0,,,,,,,,de,chocola,True,True
R_1lgEwIKXFHGT01V,de chocolade,3,5,6,1.3880000000000001,0,,,,,,,,de,chocolade,True,True
R_2qq1JLwmdrdJM9d,de boter,3,3,5,8.691,0,,,,,,,,de,boter,True,True
R_ZrTEV9TpypUZEC5,de chocola,3,5,6,2.9939999999999998,0,,,,,,,,de,chocola,True,True
R_3Gq55dSXHC6ANc8,de boter,3,5,6,8.43,0,,,,,,,,de,boter,True,True
R_3D8b4ozl4q217Ie,de chocolade,3,5,6,3.182,1,13.0,-,,0.0,,,,de,chocolade,True,True
R_qV03fIB34drHELn,de chocolade,3,5,6,2.8489999999999998,0,,,,,,,,de,chocolade,True,True
R_1mRh44rpwMf0PbH,De chocolade,3,5,6,4.191,1,14.0,Nope,,0.0,,,,De,chocolade,True,True
R_3gNkgaxQ9C21dQW,de chocolade,3,5,6,1.841,0,,,,,,,,de,chocolade,True,True
R_21umvRGJCCZXoit,de chocolade,3,3,6,6.341,0,,,,,,,,de,chocolade,True,True
R_BKctGx9a1Hi7w4h,de fiets,4,4,4,1.4369999999999998,0,,,,,,,,de,fiets,True,True
R_u2ffULg0uVmoetj,de fiets,4,5,6,2.557,0,,,,,,,,de,fiets,True,True
R_2vf9l3GOwanVBOH,de fiets,4,5,5,0.555,0,,,,,,,,de,fiets,True,True
R_OqjAwL4brYESqul,de fiets,4,3,6,4.078,1,15.0,op de fiets naar hun werk',,0.0,,,,de,fiets,True,True
R_1LG8FwYsk4Xgq61,de fiets,4,5,6,3.838,0,,,,,,,,de,fiets,True,True
R_2wQZuV97sKRkDfp,de fiets,4,5,6,2.574,0,,,,,,,,de,fiets,True,True
R_2dsf9d9zlzEbaRw,hun kantoor,4,4,5,3.63,0,,,,,,,,hun,kantoor,False,True
R_3j0ZzVXSe6NB0v0,de fiets,4,5,6,11.395999999999999,0,,,,,,,,de,fiets,True,True
R_2SqwKT4bUhZVaYX,de fiets,4,2,6,5.696000000000001,0,,,,,,,,de,fiets,True,True
R_6yuZ6GaDGqciNE1,de fiets,4,4,6,9.14,0,,,,,,,,de,fiets,True,True
R_22DGKB9Dz59SJIt,de fiets,4,5,5,17.041,0,,,,,,,,de,fiets,True,True
R_5iDE07CUBSNZdqF,de fiets,4,4,6,8.977,0,,,,,,,,de,fiets,True,True
R_2w61flKU0TAtmrX,de fiets,4,3,6,4.859,0,,,,,,,,de,fiets,True,True
R_2Y4gtCNHITcznSw,de fiets,4,5,6,2.681,0,,,,,,,,de,fiets,True,True
R_2qDHMLvHLCvMWMS,de fiets,4,5,6,2.477,0,,,,,,,,de,fiets,True,True
R_bg7cQUV93CWU245,de fiets,4,5,6,3.565,0,,,,,,,,de,fiets,True,True
R_2OTJk9jZohSfhSm,de fiets,4,4,6,2.918,0,,,,,,,,de,fiets,True,True
R_pGZjTA8wFerMwcV,de fiets,4,5,6,3.6689999999999996,0,,,,,,,,de,fiets,True,True
R_ypTZBjEyvsMpFG9,de fiets,4,5,6,2.9960000000000004,0,,,,,,,,de,fiets,True,True
R_2YkUceTXXRwe7af,de fiets,4,4,5,2.454,0,,,,,,,,de,fiets,True,True
R_3D2u0Wq74kM9j2C,de fiets,4,5,6,5.647,0,,,,,,,,de,fiets,True,True
R_2Pv6m5XVNiv6pPQ,de fiets,4,5,6,5.8229999999999995,0,,,,,,,,de,fiets,True,True
R_T1l2TIrq1do7Orn,de fiets,4,4,5,5.045,0,,,,,,,,de,fiets,True,True
R_9KphKBeCPmqzBCl,de fiets,4,4,6,4.765,0,,,,,,,,de,fiets,True,True
R_3qKjZplc0t8Y2IU,de fiets,4,3,6,7.761,0,,,,,,,,de,fiets,True,True
R_4GA7uQFTqbGKnlf,de fiets,4,4,6,0.976,0,,,,,,,,de,fiets,True,True
R_1hEVfCsYXJCzsVp,de fiets,4,3,5,1.325,0,,,,,,,,de,fiets,True,True
R_cHiCbzLrQrYeizP,De fiets,4,5,6,32.034,0,,,,,,,,De,fiets,True,True
R_3fQa4YiudlrrSLd,kantoor,4,5,5,5.1739999999999995,0,,,,,,,,,-99,False,False
R_z0gtYvawsJg834J,de fiets,4,5,6,1.659,0,,,,,,,,de,fiets,True,True
R_2SvKoXHDxtivA4o,de fiets,4,5,6,5.394,0,,,,,,,,de,fiets,True,True
R_CeG821dsnmsmiZP,de fiets,4,3,6,1.825,1,16.0,"ik zou zeggen ""met de fiets"" en ""nemen de auto""",I would say: 'met de fiets' and 'nemen de auto' ,0.0,0.0,0.0,,de,fiets,True,True
R_3MG93Py9LV1lYqI,de fiets,4,4,6,2.0469999999999997,0,,,,,,,,de,fiets,True,True
R_UrtVng9RxUYqodr,de fiets,4,5,6,9.047,0,,,,,,,,de,fiets,True,True
R_yjxZCpumE2JuLwR,de fiets,4,5,6,6.983,0,,,,,,,,de,fiets,True,True
R_eOEX0Ye1lmhGlyl,de fiets,4,5,5,8.637,0,,,,,,,,de,fiets,True,True
R_cCLhtJmTS5XidYl,de fiets,4,5,6,7.04,0,,,,,,,,de,fiets,True,True
R_vZ75WKEQFz64rIt,de fiets,4,4,6,6.202000000000001,0,,,,,,,,de,fiets,True,True
R_1Nzi2lWnM0CO3kn,de fiets,4,4,6,3.803,0,,,,,,,,de,fiets,True,True
R_2tu71tqKKoKbfJ0,de fiets,4,3,6,11.187999999999999,0,,,,,,,,de,fiets,True,True
R_2PdQi8meHWRd7Fb,de fiets,4,3,6,3.1,0,,,,,,,,de,fiets,True,True
R_3PaHNs19NCzMVbu,de fiets,4,5,6,2.129,0,,,,,,,,de,fiets,True,True
R_CjK7Ok90OSXQ3XH,hun fiets,4,5,6,3.574,0,,,,,,,,hun,fiets,False,True
R_1lgEwIKXFHGT01V,de fiets,4,5,6,1.751,0,,,,,,,,de,fiets,True,True
R_2qq1JLwmdrdJM9d,de fiets,4,5,6,11.904000000000002,0,,,,,,,,de,fiets,True,True
R_ZrTEV9TpypUZEC5,de fiets,4,5,6,404.536,0,,,,,,,,de,fiets,True,True
R_3Gq55dSXHC6ANc8,de fiets,4,5,6,5.252999999999999,0,,,,,,,,de,fiets,True,True
R_3D8b4ozl4q217Ie,de fiets,4,4,6,4.4639999999999995,1,17.0,-,,0.0,,,,de,fiets,True,True
R_qV03fIB34drHELn,maandag,4,4,2,16.746,0,,,,,,,,,-99,False,False
R_1mRh44rpwMf0PbH,de Fiets,4,5,6,6.271,1,18.0,Nope,,0.0,,,,de,Fiets,True,False
R_3gNkgaxQ9C21dQW,de fiets,4,5,6,5.205,0,,,,,,,,de,fiets,True,True
R_21umvRGJCCZXoit,de fiets,4,4,5,6.454,0,,,,,,,,de,fiets,True,True
R_BKctGx9a1Hi7w4h,de schat,5,5,6,1.443,0,,,,,,,,de,schat,True,True
R_u2ffULg0uVmoetj,de schat,5,5,6,3.4819999999999998,0,,,,,,,,de,schat,True,True
R_2vf9l3GOwanVBOH,de schat,5,5,6,7.404,0,,,,,,,,de,schat,True,True
R_OqjAwL4brYESqul,de schat,5,3,6,6.477,1,19.0,op het eiland' zou ik weglaten,I would leave out 'op het eiland' ,1.0,0.0,,,de,schat,True,True
R_1LG8FwYsk4Xgq61,het benzinestation,5,5,6,3.2560000000000002,0,,,,,,,,het,benzinestation,True,True
R_2wQZuV97sKRkDfp,de schat,5,5,6,2.6719999999999997,0,,,,,,,,de,schat,True,True
R_2dsf9d9zlzEbaRw,de schat,5,5,6,2.501,0,,,,,,,,de,schat,True,True
R_3j0ZzVXSe6NB0v0,de schat,5,5,6,6.675,0,,,,,,,,de,schat,True,True
R_2SqwKT4bUhZVaYX,de schat,5,5,6,7.818,0,,,,,,,,de,schat,True,True
R_6yuZ6GaDGqciNE1,de schat,5,5,6,6.102,0,,,,,,,,de,schat,True,True
R_22DGKB9Dz59SJIt,de schat,5,3,5,19.048,0,,,,,,,,de,schat,True,True
R_5iDE07CUBSNZdqF,de schat,5,4,6,3.75,0,,,,,,,,de,schat,True,True
R_2w61flKU0TAtmrX,de schat,5,5,6,2.846,0,,,,,,,,de,schat,True,True
R_2Y4gtCNHITcznSw,de schat,5,5,6,2.842,0,,,,,,,,de,schat,True,True
R_2qDHMLvHLCvMWMS,de schat,5,5,6,3.4160000000000004,0,,,,,,,,de,schat,True,True
R_bg7cQUV93CWU245,de schat,5,4,6,4.035,0,,,,,,,,de,schat,True,True
R_2OTJk9jZohSfhSm,de schat,5,4,6,3.486,0,,,,,,,,de,schat,True,True
R_pGZjTA8wFerMwcV,de schat,5,5,6,4.688,0,,,,,,,,de,schat,True,True
R_ypTZBjEyvsMpFG9,de schat,5,5,6,2.432,0,,,,,,,,de,schat,True,True
R_2YkUceTXXRwe7af,de schat,5,4,5,2.7319999999999998,0,,,,,,,,de,schat,True,True
R_3D2u0Wq74kM9j2C,de schat,5,5,5,5.932,0,,,,,,,,de,schat,True,True
R_2Pv6m5XVNiv6pPQ,de schat,5,5,6,5.756,0,,,,,,,,de,schat,True,True
R_T1l2TIrq1do7Orn,de schat,5,4,4,6.077999999999999,0,,,,,,,,de,schat,True,True
R_9KphKBeCPmqzBCl,de schat,5,5,6,7.909,0,,,,,,,,de,schat,True,True
R_3qKjZplc0t8Y2IU,de schat,5,5,6,5.5760000000000005,0,,,,,,,,de,schat,True,True
R_4GA7uQFTqbGKnlf,de schat,5,5,6,1.159,0,,,,,,,,de,schat,True,True
R_1hEVfCsYXJCzsVp,de schat,5,4,5,1.776,0,,,,,,,,de,schat,True,True
R_cHiCbzLrQrYeizP,De schat,5,5,6,6.093999999999999,0,,,,,,,,De,schat,True,True
R_3fQa4YiudlrrSLd,de schat,5,5,6,1.1640000000000001,0,,,,,,,,de,schat,True,True
R_z0gtYvawsJg834J,de schat,5,5,6,1.537,0,,,,,,,,de,schat,True,True
R_2SvKoXHDxtivA4o,de schat,5,4,6,7.0920000000000005,0,,,,,,,,de,schat,True,True
R_CeG821dsnmsmiZP,de schat,5,5,6,1.765,0,,,,,,,,de,schat,True,True
R_3MG93Py9LV1lYqI,de schat,5,5,6,1.625,0,,,,,,,,de,schat,True,True
R_UrtVng9RxUYqodr,de schat,5,5,6,4.229,0,,,,,,,,de,schat,True,True
R_yjxZCpumE2JuLwR,de schat,5,5,6,3.3,0,,,,,,,,de,schat,True,True
R_eOEX0Ye1lmhGlyl,de schat,5,5,6,13.344000000000001,0,,,,,,,,de,schat,True,True
R_cCLhtJmTS5XidYl,de schat,5,5,6,3.2510000000000003,0,,,,,,,,de,schat,True,True
R_vZ75WKEQFz64rIt,de schat,5,5,6,2.394,0,,,,,,,,de,schat,True,True
R_1Nzi2lWnM0CO3kn,de schat,5,5,6,6.945,0,,,,,,,,de,schat,True,True
R_2tu71tqKKoKbfJ0,de schat,5,4,6,9.728,0,,,,,,,,de,schat,True,True
R_2PdQi8meHWRd7Fb,de schat,5,3,4,64.543,0,,,,,,,,de,schat,True,True
R_3PaHNs19NCzMVbu,de schat,5,5,6,3.01,0,,,,,,,,de,schat,True,True
R_CjK7Ok90OSXQ3XH,de schat,5,5,6,2.372,0,,,,,,,,de,schat,True,True
R_1lgEwIKXFHGT01V,de schat,5,5,6,1.07,0,,,,,,,,de,schat,True,True
R_2qq1JLwmdrdJM9d,de schat,5,5,6,4.213,0,,,,,,,,de,schat,True,True
R_ZrTEV9TpypUZEC5,de schat,5,5,6,55.623999999999995,0,,,,,,,,de,schat,True,True
