sentID,SentenceContext,sentenceClosure,compLower,popularity,nComp,percent,above70,comp.det,comp.noun,Lg10WF,natNess,RT,Diff
45,"Haar batterij was bijna leeg, dus ze stopte de oplader van haar telefoon in",om deze op te laden.,het stopcontact,44,48,91.66666667,1,het,stopcontact,1.7559,5.604166667,5.744708333,5.791666667
46,"Arnold wilde niet dat mensen door het raam naar binnen konden kijken, dus deed hij",dicht.,de gordijnen,40,49,81.63265306,1,de,gordijnen,2.6117,5.755102041,4.912326531,5.714285714
47,Alle net uitgebrachte boeken zijn vaak al binnen twee weken te leen bij,in de stad.,de bibliotheek,43,48,89.58333333,1,de,bibliotheek,2.9355,5.770833333,3.703854167,5.791666667
48,"Als je trek hebt, kun je een koekje uit",pakken.,de trommel,31,47,65.95744681,0,de,trommel,1.9138,5.617021277,9.142680851,5.574468085
49,De studenten probeerden met kaas en muizenvallen,te vangen.,de muizen,36,48,75,1,de,muizen,2.3909,5.583333333,4.9868125,5.708333333
50,En ze leefden nog lang en gelukkig' was het einde van,over de prinses en de draak.,het sprookje,36,48,75,1,het,sprookje,2.4281,5.729166667,4.528604167,5.770833333
51,"Als ik op vakantie naar een ver land ga, reis ik altijd met",vanaf Schiphol.,het vliegtuig,41,47,87.23404255,1,het,vliegtuig,3.5947,5.659574468,4.778234043,5.595744681
52,"Om de kluis te vinden, keek de inbreker als eerste achter",in de woonkamer.,het schilderij,29,49,59.18367347,0,het,schilderij,2.9741,5.489795918,6.799632653,5.12244898
53,In de oldtimer met blikjes eraan zat,onderweg naar hun huwelijksfeest.,het bruidspaar,34,47,72.34042553,1,het,bruidspaar,1.6232,5.021276596,11.33493617,5.191489362
54,Adriaan haalde zijn nieuwe medicijnen op bij,met een herhaalrecept.,de apotheek,43,49,87.75510204,1,de,apotheek,2.29,5.714285714,14.89893878,5.816326531
55,"Kelly kon haar vriend niet verstaan door de telefoon, zo slecht was",in de supermarkt.,het bereik,21,48,43.75,0,het,bereik,2.8476,5.666666667,3.875395833,5.645833333
56,"Om het echt Italiaans te laten smaken, gooi ik pesto in",samen met verschillende groenten.,de pasta,18,48,37.5,0,de,pasta,2.415,5.229166667,7.400770833,5.270833333
57,"Toen Vincent thuis kwam, hing hij zijn jas aan",in de gang.,de kapstok,48,49,97.95918367,1,de,kapstok,1.5051,5.93877551,3.123469388,5.836734694
58,De poster van mijn lievelingsband hang ik op een mooie plek in mijn kamer aan,", met dubbelzijdig plakband.",de muur,47,49,95.91836735,1,de,muur,3.4663,5.183673469,5.791102041,5.653061224
59,"Door de opkomst van de computer, kun je tegenwoordig binnen een paar seconden bijna alle informatie vinden op",zonder al teveel moeite.,het internet,46,47,97.87234043,1,het,internet,2.8768,5.361702128,6.913276596,5.744680851
60,"Ze waren goed bediend, dus het stel liet een flinke fooi achter voor",op de tafel bij de rekening.,de ober,20,49,40.81632653,0,de,ober,2.6425,5.163265306,3.68877551,5.408163265
61,In het restaurant schonk de ober de wijn in,om te proeven.,het glas,19,47,40.42553191,0,het,glas,3.3979,5.063829787,5.356382979,5.170212766
62,"Om de betekenis van dat woord te achterhalen, zocht ze het op in",uit haar moeders boekenkast.,het woordenboek,45,49,91.83673469,1,het,woordenboek,2.2095,5.755102041,29.60387755,5.693877551
63,Verkeersborden zijn heel belangrijk in,voor ieders veiligheid.,het verkeer,45,48,93.75,1,het,verkeer,2.8254,4.770833333,52.65295833,5.166666667
64,De secretaresse van de directeur schreef de notulen tijdens,snel op.,de vergadering,40,48,83.33333333,1,de,vergadering,3.1455,5.645833333,4.641625,5.583333333
65,"Ronald heeft niet veel geluk in de liefde, maar in",is hij wel gelukkig.,het spel,22,48,45.83333333,0,het,spel,3.6191,4.5,26.96039583,4.270833333
66,Veel mensen gaan wekelijks gokken in,maar ze verliezen bijna altijd.,het casino,39,49,79.59183673,1,het,casino,2.8488,5.591836735,3.368918367,5.571428571
67,Tijdens de korte pauze was Aafke nog op het schoolplein toen,al ging.,de bel,45,49,91.83673469,1,de,bel,4.1345,5.653061224,4.179183673,5.693877551
68,Na het dagje uit besloten de dames nog een drankje te doen in,op de hoek van de straat.,het cafe,40,49,81.63265306,1,het,cafe,1.7559,5.489795918,6.36477551,5.591836735
69,Michael heeft net nieuwe boxen voor zijn televisie gekocht waardoor,nu nog beter klinkt.,het geluid,36,46,78.26086957,1,het,geluid,3.3176,5.652173913,14.35745652,5.391304348
70,Andrea en Evelien gingen samen fitnessen in,bij hen in de buurt.,de sportschool,35,49,71.42857143,1,de,sportschool,2.1399,5.653061224,5.324938776,5.367346939
71,"De baby was eindelijk in slaap gevallen, dus Kristiaan legde haar in",in haar slaapkamer.,de wieg,21,46,45.65217391,0,de,wieg,2.2577,5.282608696,32.22034783,5.565217391
72,Ik ben erg ge«nteresseerd in de sterren en planeten en kijk 's avonds vaak naar de sterren door,op onze zolderkamer.,de telescoop,23,49,46.93877551,0,de,telescoop,2.0531,5.632653061,4.594755102,5.510204082
73,Maarten zit veel achter zijn computer en staart vaak uren naar,op zijn bureau.,het scherm,35,53,66.03773585,0,het,scherm,2.7774,5.056603774,8.103339623,5.056603774
74,Voor ze de deur uitgaat maakt Nikki zichzelf altijd op voor,in haar kamer.,de spiegel,49,52,94.23076923,1,de,spiegel,3.0795,5.442307692,10.58146154,5.173076923
75,December is mijn favoriete maand van,vanwege de sneeuw en de gezelligheid.,het jaar,53,53,100,1,het,jaar,4.5231,5.773584906,3.204886792,5.905660377
76,"Toen de hongerige klanten hun plek in het restaurant gekozen hadden, vroegen zij snel naar",met alle heerlijke gerechten.,de menukaart,22,52,42.30769231,0,de,menukaart,1.5185,5.230769231,7.490038462,5.576923077
77,Alle ingredi•nten voor het gerecht had Lisanne in de keuken op,gelegd.,het aanrecht,48,52,92.30769231,1,het,aanrecht,1.8633,5.538461538,7.229903846,5.365384615
78,"We zagen heel lang geen oplossing, maar we lijken nu eindelijk licht aan het einde van",te gaan zien.,de duisternis,16,52,30.76923077,0,de,duisternis,2.9605,3.980769231,12.25873077,4.096153846
79,"Roodkapje liep door het bos naar het huis van haar oma, maar achter de bomen wachtte",op haar.,de wolf,42,45,93.33333333,1,de,wolf,2.9479,5.6,9.928533333,5.6
80,"Toen hij hoorde dat hij zijn examen gehaald had, sprong hij een gat in",van blijdschap.,de lucht,53,53,100,1,de,lucht,3.5903,5.811320755,3.256660377,5.962264151
81,"Toen we een paar weken weggingen gaven we de sleutel aan de buurvrouw, zodat zij op",kon passen.,het huis,22,53,41.50943396,0,het,huis,4.554,5.509433962,11.93713208,5.226415094
82,We stonden op het punt om naar het vliegveld te vertrekken. Mijn moeder deed onze koffers in,en sloot de deur.,de auto,30,53,56.60377358,0,de,auto,4.3017,5.320754717,6.000584906,5.226415094
83,"Karel heeft honderd euro aan Frank geleend, dus staat Frank nu bij Karel in",en werkt hij hard om het terug te verdienen.,het krijt,40,53,75.47169811,1,het,krijt,2.7143,5.245283019,28.01349057,5.396226415
84,"De vergadering ging grotendeels zoals verwacht, alleen het nieuws van Jan kwam nogal onverwachts uit",en dus schrokken wij.,de hoek,43,50,86,1,de,hoek,3.3393,4.98,8.41626,5.2
85,E_n van de meest typische lastdieren in de woestijn is natuurlijk,met zijn bulten.,de kameel,49,52,94.23076923,1,de,kameel,2.0755,5.461538462,4.786615385,5.576923077
86,Door de storm en het onweer viel in huis,uit.,de stroom,36,53,67.9245283,0,de,stroom,3.1163,5.603773585,3.120339623,5.566037736
87,"Nadat ik naar het buitenland vertrok, heb ik nooit meer iets van haar gehoord. Het is bij haar altijd uit het oog uit",en dat vind ik wel heel jammer.,het hart,50,53,94.33962264,1,het,hart,3.9339,5.433962264,11.67624528,5.528301887
88,Het is niet eerlijk om tijdens een ruzie oude koeien uit,te halen.,de sloot,51,53,96.22641509,1,de,sloot,2.6758,5.905660377,3.469056604,5.943396226
89,"Sommige mensen hebben altijd pech, die vissen altijd achter",en dat is best sneu.,het net,51,52,98.07692308,1,het,net,4.6431,5.673076923,5.00775,5.884615385
90,"Het was snikheet in de auto toen zij in de file stonden, dus zette Fiona",aan.,de airco,41,53,77.35849057,1,de,airco,2.3139,5.641509434,5.547113208,5.452830189
91,Hij had niets bij zich om zijn sigaret mee aan te steken en daarom vroeg hij,aan zijn vriend.,een aansteker,33,50,66,0,een,aansteker,2.4031,5.36,4.5573,5.5
92,De huur van je kamer wordt altijd afgeschreven aan het begin van,waarin je huurt.,de maand,52,53,98.11320755,1,de,maand,3.6124,5.188679245,6.792169811,5.622641509
93,Na het optreden werd de popster met de limousine teruggebracht naar,waar zij sliep.,het hotel,50,53,94.33962264,1,het,hotel,3.5889,5.58490566,5.768641509,5.58490566
94,"Nadat de politie dagenlang de verdachte had verhoord, kwam eindelijk de aap uit",", wat het een stuk gemakkelijker maakte om de medeplichtige te vinden.",de mouw,53,53,100,1,de,mouw,2.2648,5.603773585,5.580264151,5.981132075
95,Omdat Peter net de loterij heeft gewonnen smijt hij zijn geld nu over,", omdat het kan.",de balk,46,53,86.79245283,1,de,balk,1.9031,5.245283019,12.86766038,5.716981132
96,"De deurwaarder stond voor de deur, omdat Marc na twee waarschuwingen nog steeds",niet had betaald.,de rekening,24,53,45.28301887,0,de,rekening,3.3915,4.79245283,5.901433962,4.924528302
97,"Zijn schoolcijfers zijn ontzettend slecht, hij gooit er echt met",naar.,de pet,45,52,86.53846154,1,de,pet,2.7619,5.538461538,4.171538462,5.538461538
98,In het dorp luidt elke zondagochtend de klok van,erg hard.,de kerk,44,53,83.01886792,1,de,kerk,3.5412,5.094339623,3.32354717,5.622641509
99,Met de protestactie probeert de padvindersclub de aandacht van de gemeente te trekken voor de bescherming van,rondom het dorp.,de natuur,26,51,50.98039216,0,de,natuur,3.0719,4.901960784,12.92052941,4.098039216
100,"Op de radio is eerder gemeld dat de wegen glad zouden worden, maar deze waarschuwing sloeg Jan in",toen hij de weg opging.,de wind,46,53,86.79245283,1,de,wind,3.345,5,16.22341509,5.056603774
101,De grote spin in het raam joeg haar de stuipen op,toen ze hem ontdekte.,het lijf,51,53,96.22641509,1,het,lijf,3.0149,5.660377358,4.000773585,5.886792453
102,"Iedereen had ontzettend veel zin in de picknick, maar het weer gooide helaas roet in",voor die dag.,het eten,52,53,98.11320755,1,het,eten,4.2901,5.490566038,5.096528302,5.754716981
103,Om de prinses te redden uit de toren moest de ridder het eerst opnemen tegen,maar dat had hij ervoor over.,de draak,39,52,75,1,de,draak,2.8727,5.019230769,4.41525,5.211538462
104,De wandeltocht zou beginnen aan de voet van,om 8 uur 's ochtends.,de berg,46,52,88.46153846,1,de,berg,3.1764,5.519230769,6.247076923,5.596153846
105,De gevangenen bleken ontsnapt te zijn door het doorzagen van,met een nagelvijl.,de tralies,38,53,71.69811321,1,de,tralies,2.4955,5.188679245,4.925245283,5.20754717
106,"De schoonmaakster onderhoudt het hele huis behalve de tuin, dat is de taak van",en zijn snoeischaar.,de tuinman,49,53,92.45283019,1,de,tuinman,2.4099,5.226415094,6.014981132,5.509433962
107,Die stunt van Jan ging maar net goed. Hij kroop door het oog van,maar gelukkig mankeert hij niks.,de naald,53,53,100,1,de,naald,2.5717,5.58490566,4.137773585,5.924528302
108,"Toen het water voor de pasta begon te koken, haalde ik snel de deksel van",zodat het niet over zou koken.,de pan,55,58,94.82758621,1,de,pan,2.6138,5.672413793,4.958413793,5.793103448
109,Het eerste wat Isabella bekeek in haar nieuwe appartement was het prachtige uitzicht vanaf,vanwaar ze kon uitkijken over de hele stad.,het balkon,44,58,75.86206897,1,het,balkon,2.4639,5.517241379,14.23046552,5.5
110,Bij de opening van de nieuwe brug was de koningin uitgenodigd voor het doorknippen van,en een toespraak.,het lint,44,58,75.86206897,1,het,lint,2.5441,5.25862069,8.919448276,5.689655172
111,Na de salarisonderhandelingen tekende de werknemer,met zijn nieuwe werkgever.,het contract,48,58,82.75862069,1,het,contract,3.1912,5.672413793,4.743896552,5.655172414
112,Na de schietpartij gebruikte de detective een vergrootglas om sporen van vingerafdrukken op,te vinden.,het wapen,15,49,30.6122449,0,het,wapen,3.7888,5.163265306,10.82940816,4.367346939
113,Tijdens zijn wandeling langs het spoor schrok Jan zich een hoedje door het plotselinge getoeter van,omdat hij helemaal in zijn gedachten verzonken was.,de trein,42,58,72.4137931,1,de,trein,3.5051,5.293103448,7.089275862,5.534482759
114,Voor zijn verjaardag had Hendrik een bioscoopbon gekregen. Een week later ging hij daarmee naar,met zijn vrienden.,de bioscoop,55,58,94.82758621,1,de,bioscoop,2.6702,5.655172414,10.89444828,5.793103448
115,Doordat het caf_ niet over genoeg parasols beschikte was er helaas maar weinig schaduw op,waar we wilden zitten.,het terras,36,58,62.06896552,0,het,terras,2.1492,5.517241379,48.20837931,5.689655172
116,"De stroom leek plotseling uitgevallen, dus checkte Karel even de stoppen in",op de gang.,de meterkast,46,58,79.31034483,1,de,meterkast,1.2788,5.551724138,8.206534483,5.465517241
117,Voor de pauze sprak ik met mijn collega's af te gaan lunchen in,op het werk.,de kantine,43,58,74.13793103,1,de,kantine,2.2989,5.206896552,6.152534483,5.25862069
118,De student studeerde de hele nacht voor,van de volgende morgen.,het tentamen,44,58,75.86206897,1,het,tentamen,1.6902,5.775862069,3.583137931,5.75862069
119,"Marie hield erg van de muziek van Coldplay, dus voor haar verjaardag nam haar vriend haar mee naar",in het stadion.,een concert,26,58,44.82758621,0,een,concert,2.7875,5.603448276,6.026206897,5.75862069
120,Marc had veel te weinig tijd om het hele boek te lezen voor zijn literatuurtentamen en las daarom alleen,"op internet, waarin de belangrijkste informatie opgesomd stond.",de samenvatting,41,58,70.68965517,1,de,samenvatting,1.716,5.603448276,8.738603448,5.706896552
121,Agnes was op vakantie erg bruin geworden van,en zag er uitgerust uit.,de zon,45,58,77.5862069,1,de,zon,3.4777,5.24137931,6.221913793,5.689655172
122,"Als je altijd te laat thuis bent voor het eten, vind je vaak de hond in",en dan heb je pech.,de pot,49,58,84.48275862,1,de,pot,3.1271,5.310344828,6.822327586,5.206896552
123,Ik vind het erg zielig dat leeuwen in zulke kleine kooien leven in,terwijl het wilde dieren zijn.,de dierentuin,43,51,84.31372549,1,de,dierentuin,2.6222,5.37254902,13.29884314,5.588235294
124,Om die ene lekkere biefstuk te eten spraken Jim en Roos af bij,waar zij graag kwamen.,het restaurant,54,58,93.10344828,1,het,restaurant,3.262,5.172413793,10.36741379,5.637931034
125,"Sam lijkt erg op zijn vader, een typisch geval van de appel valt niet ver van",als je het mij vraagt.,de boom,56,56,100,1,de,boom,3.3591,5.714285714,4.429321429,5.910714286
126,Wij wilden op zijn verjaardag proosten. We ontpopten daarom met veel geluid,en zetten de hapjes op tafel.,de champagne,41,54,75.92592593,1,de,champagne,3.1807,5.12962963,5.888740741,5.388888889
127,Tarzan en George slingeren als apen aan lianen door,alsof het niets is.,de jungle,28,58,48.27586207,0,de,jungle,2.8915,5.344827586,5.097275862,5.603448276
128,Alle belangrijke informatie van de Belastingsdienst stond in,over de nieuwe regelingen.,de brief,22,58,37.93103448,0,de,brief,3.5092,5.051724138,13.6727069,4.448275862
129,Sophie dekte de tafel. Ze begon met de borden en de glazen en daarna legde zij keurig,in de juiste volgorde op tafel.,het bestek,57,58,98.27586207,1,het,bestek,1.9542,5.534482759,9.5935,5.586206897
130,Frans en Stijn bezoeken alle wedstrijden van hun favoriete voetbalclub en vertrekken altijd op tijd naar,om een goede plek te bemachtigen.,het stadion,50,58,86.20689655,1,het,stadion,2.3692,5.75862069,7.04112069,5.672413793
131,Tijdens de treinrit werd ons kaartje gecontroleerd door,met de grote snor.,de conducteur,42,58,72.4137931,1,de,conducteur,1.9395,5.689655172,6.655741379,5.724137931
132,Er zijn wel bijna tweehonderd verschillende landen op,waar ik maar slechts een klein deel van heb gezien.,de wereld,50,58,86.20689655,1,de,wereld,4.2363,4.948275862,7.178034483,5.620689655
133,De doktersassistente vroeg mij plaats te nemen in,voordat de dokter mij zou komen halen.,de wachtkamer,45,58,77.5862069,1,de,wachtkamer,1.9731,5.706896552,4.210741379,5.706896552
134,Bart en Sara liepen in het park met hun baby in,naar de vijver.,de kinderwagen,47,57,82.45614035,1,de,kinderwagen,1.7076,5.087719298,5.669473684,5.140350877
135,Elk jaar op Prinsjesdag rijdt de koning door Den Haag in,en zwaait hij door het raam naar de mensen langs de kant.,de koets,40,58,68.96551724,0,de,koets,2.5105,5.551724138,8.516344828,5.637931034
136,De trein kwam tien minuten later dan verwacht aan op,van Den Haag.,het station,53,58,91.37931034,1,het,station,3.0888,5.344827586,5.00912069,5.75862069
137,"Toen mijn ouders een weekendje weg waren, vroeg mijn vader aan de buurvrouw of zij een oogje in",wilde houden.,het zeil,53,58,91.37931034,1,het,zeil,2.4814,5.862068966,12.23543103,5.931034483
138,"De kleding die Karin online besteld had, werd de volgende dag bezorgd door",op de fiets.,de postbode,29,58,50,0,de,postbode,2.4409,4.965517241,6.077293103,5.465517241
139,"Met Sinterklaas doen wij altijd surprises, waarbij je begint met het voorlezen van",en daarna de surprise openmaakt.,een gedicht,28,57,49.12280702,0,een,gedicht,2.8096,5.561403509,5.907403509,5.807017544
140,De bejaarden bekeken veel schilderijen van Rembrandt die tentoongesteld werden in,in het centrum van de stad.,het museum,52,58,89.65517241,1,het,museum,2.9201,5.482758621,7.368275862,5.655172414
141,Bij thuiskomst stak Dirk de sleutel in,om naar binnen te gaan.,het slot,48,58,82.75862069,1,het,slot,3.3608,5.431034483,73.59553448,5.689655172
142,"Meester Jansen werkt al dertig jaar op dezelfde school, hij is echt een oude rot in",en dat merk je wel aan zijn omgang met zijn collega's.,het vak,46,58,79.31034483,1,het,vak,2.9841,5.224137931,14.84598276,5.206896552
143,"Auto's and vliegtuigen zijn slecht voor het mileu, dus sommige mensen gaan liever via de Eurotunnel met",naar Engeland.,de trein,32,40,80,1,de,trein,3.5051,4.102564103,11.0413,5.675
144,"Er staan lange files voor Zandvoort aan Zee, omdat iedereen lekker wil uitwaaien op",vandaag.,het strand,37,40,92.5,1,het,strand,3.2448,4.4,8.278925,5.875
145,"Neem de trap als er brand uitbreekt, want",is buiten gebruik.,de lift,37,40,92.5,1,de,lift,3.457,4.275,6.779775,5.7
146,"Je hebt de bus net gemist, dus ik breng je wel even met",naar het station.,de auto,32,40,80,1,de,auto,4.3017,4.775,5.2401,5.85
147,"Als je fiets gestolen is, moet je officieel aangifte doen bij",om geld terug te krijgen van de verzekering,de politie,37,40,92.5,1,de,politie,4.1801,4.625,5.95275,5.9
148,"Geld sparen in een oude sok is niet meer van deze tijd, je kunt het beter op",zetten.,de bank,28,40,70,1,de,bank,3.6042,4.512820513,6.9764,5.625
149,In de Randstad weten veel kinderen minder over de natuur dan mensen die opgroeien in boerderijen op,in het oosten.,het platteland,32,40,80,1,het,platteland,2.617,3.775,11.7189,5.025
150,Je moet een pak verse melk altijd terugzetten in,om te voorkomen dat het bederft.,de koelkast,37,40,92.5,1,de,koelkast,2.8116,4.7,5.4791,6
151,"Ik heb de borden al op tafel gelegd, kun jij uit de bovenste la",pakken en erbij leggen?,het bestek,35,40,87.5,1,het,bestek,1.9542,4.125,16.5344,5.7
152,Mijn hond was ziek dus ik moest ermee naar,vanmorgen.,de dierenarts,34,40,85,1,de,dierenarts,2.415,4.45,4.263975,5.825
153,In Mexico zijn drie criminelen ontsnapt uit,gisteren.,de gevangenis,37,40,92.5,1,de,gevangenis,3.6616,3.6,7.69505,5.85
154,Als iedereen na de crisis weer meer geld gaat investeren zal het snel beter gaan met,van het land.,de economie,37,40,92.5,1,de,economie,2.5658,4.475,7.952725,5.625
155,Volgens de Sinterklaastraditie in Nederland komt Zwarte Piet vanaf het dak door,het huis binnen om cadeautjes te brengen.,de schoorsteen,37,40,92.5,1,de,schoorsteen,2.2788,4.55,9.010025,5.825
156,De overvallers stormden de winkel binnen en gingen direct naar de kassa's om,te stelen.,het geld,30,40,75,1,het,geld,4.5404,4.125,7.962775,5.5
157,Ik heb 2 vrijkaartjes voor de bioscoop; het je zin om mee te gaan naar,volgende week?,de film,30,40,75,1,de,film,3.8821,4.25,6.958725,5.5
158,Dit is de hit die je het meest hoort op,tegenwoordig.,de radio,38,40,95,1,de,radio,3.4096,4.35,5.123925,5.8
159,"Ik heb geen tuin, want ik woon in een flat, maar ik kan in de zomer wel altijd lekker op",zitten.,het balkon,32,40,80,1,het,balkon,2.4639,4.6,8.54875,5.8
160,De koude lucht uit Belgií‚ zal zich vanuit het zuiden gaan verspreiden in de rest van,morgen.,het land,33,40,82.5,1,het,land,4.0282,3.375,12.26315,5.1
